,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
2312,10-24,10.3099999999395,survived,airbag,belted,0,f,54,2000,1998.0,nodeploy,driver,0,3.0,82:116:2
2313,10-24,10.3099999999395,survived,airbag,belted,0,f,26,2000,1998.0,nodeploy,pass,0,0.0,82:116:2
2314,10-24,6.420999999972991,survived,airbag,belted,0,m,49,2000,1994.0,nodeploy,driver,0,1.0,82:118:2
2315,10-24,6.420999999972991,survived,airbag,belted,0,f,44,2000,1994.0,nodeploy,pass,0,1.0,82:118:2
2316,25-39,4.1509999999543705,Not_Survived,airbag,belted,0,f,82,2000,1999.0,nodeploy,driver,0,4.0,82:119:1
2317,25-39,4.1509999999543705,survived,airbag,belted,0,m,85,2000,1999.0,nodeploy,pass,0,1.0,82:119:1
2318,40-54,2.9879999999830003,survived,airbag,none,0,m,39,2000,1992.0,deploy,driver,1,2.0,82:121:2
2319,40-54,2.9879999999830003,survived,none,none,0,f,21,2000,1992.0,unavail,pass,0,3.0,82:121:2
2320,25-39,2.963999999978109,survived,none,belted,0,f,18,2000,1987.0,unavail,driver,0,3.0,82:122:1
2321,25-39,2.963999999978109,survived,none,belted,0,f,18,2000,1987.0,unavail,pass,0,3.0,82:122:1
2322,25-39,2.963999999978109,survived,airbag,none,1,m,38,2000,1997.0,deploy,driver,1,1.0,82:122:2
2323,10-24,169.41499999910602,survived,none,belted,0,m,42,2000,1987.0,unavail,driver,0,2.0,82:124:2
2324,10-24,361.267999999225,survived,none,belted,0,f,25,2000,1987.0,unavail,driver,0,1.0,82:127:2
2325,10-24,361.267999999225,survived,none,belted,0,m,27,2000,1987.0,unavail,pass,0,1.0,82:127:2
2326,10-24,2.963999999978109,survived,none,belted,0,m,27,2000,1987.0,unavail,driver,0,3.0,82:133:1
2327,10-24,2.963999999978109,survived,none,belted,1,f,44,2000,1990.0,unavail,driver,0,0.0,82:133:2
2328,25-39,3.69799999997485,survived,none,none,1,f,34,2000,1993.0,unavail,driver,0,3.0,82:136:1
2329,25-39,3.69799999997485,survived,airbag,belted,1,m,28,2000,1999.0,deploy,driver,1,2.0,82:136:2
2330,25-39,3.69799999997485,survived,airbag,belted,1,f,26,2000,1999.0,deploy,pass,1,3.0,82:136:2
2331,40-54,3.69799999997485,survived,none,none,1,m,38,2000,1991.0,unavail,driver,0,3.0,82:137:1
2332,10-24,79.7779999999329,survived,none,belted,1,f,24,2000,1989.0,unavail,driver,0,1.0,82:140:1
2333,10-24,79.7779999999329,survived,none,none,1,m,25,2000,1989.0,unavail,driver,0,0.0,82:140:2
2334,10-24,6.26799999998184,survived,airbag,belted,1,f,44,2000,2000.0,deploy,driver,1,3.0,82:145:1
2335,25-39,15.6109999999171,survived,airbag,belted,1,f,22,2000,2000.0,deploy,driver,1,1.0,82:151:2
2336,25-39,15.6109999999171,survived,airbag,belted,1,m,24,2000,2000.0,deploy,pass,1,0.0,82:151:2
2337,10-24,11.909999999916199,survived,none,belted,1,f,50,2000,1990.0,unavail,driver,0,0.0,82:152:1
2338,25-39,55.14199999999251,survived,none,belted,1,m,49,2001,1988.0,unavail,driver,0,2.0,2:1:1
2339,25-39,55.14199999999251,survived,none,belted,1,m,17,2001,1992.0,unavail,driver,0,3.0,2:1:2
2340,25-39,55.14199999999251,survived,none,belted,1,m,16,2001,1992.0,unavail,pass,0,1.0,2:1:2
2341,10-24,248.04599999822705,survived,airbag,belted,0,f,21,2001,1997.0,nodeploy,driver,0,1.0,2:3:1
2342,10-24,248.04599999822705,survived,airbag,none,0,f,22,2001,1997.0,nodeploy,pass,0,1.0,2:3:1
2343,10-24,610.1859999969598,survived,airbag,none,1,f,18,2001,1995.0,deploy,driver,1,1.0,2:4:1
2344,10-24,610.1859999969598,survived,airbag,belted,1,f,17,2001,1995.0,deploy,pass,1,0.0,2:4:1
2345,10-24,2877.1109999716305,survived,airbag,belted,1,m,22,2001,1990.0,deploy,driver,1,0.0,2:5:1
2346,25-39,578.405999995768,survived,none,belted,1,m,60,2001,1988.0,unavail,driver,0,1.0,2:6:1
2347,40-54,67.31799999997021,survived,none,belted,1,f,23,2001,1994.0,unavail,driver,0,1.0,2:7:1
2348,40-54,67.31799999997021,survived,airbag,belted,0,m,20,2001,1996.0,deploy,driver,1,3.0,2:7:2
2349,25-39,157.122999999672,survived,airbag,belted,0,m,45,2001,1998.0,deploy,driver,1,5.0,2:10:1
2350,25-39,157.122999999672,survived,none,belted,1,m,31,2001,1993.0,unavail,driver,0,1.0,2:10:2
2351,10-24,174.23499999940395,survived,airbag,belted,0,f,29,2001,2000.0,nodeploy,driver,0,1.0,2:13:1
2352,10-24,174.23499999940395,survived,airbag,belted,1,m,48,2001,1994.0,deploy,driver,1,0.0,2:13:2
2353,10-24,635.04999999702,survived,none,belted,1,m,17,2001,1989.0,unavail,driver,0,0.0,2:14:2
2354,10-24,635.04999999702,survived,none,belted,1,f,16,2001,1989.0,unavail,pass,0,1.0,2:14:2
2355,40-54,69.48399999924,survived,airbag,belted,0,m,39,2001,1995.0,nodeploy,driver,0,3.0,2:15:1
2356,25-39,65.58399999979879,survived,none,none,1,m,27,2001,1990.0,unavail,driver,0,1.0,2:16:1
2357,10-24,65.58399999979879,survived,none,none,0,m,16,2001,1992.0,unavail,driver,0,3.0,2:16:2
2358,25-39,69.48399999924,survived,airbag,belted,0,m,60,2001,1996.0,nodeploy,driver,0,3.0,2:18:1
2359,10-24,69.48399999924,survived,airbag,belted,1,m,73,2001,1993.0,deploy,driver,1,1.0,2:18:2
2360,25-39,26.37099999981,Not_Survived,airbag,none,0,m,73,2001,1995.0,deploy,driver,1,4.0,2:19:1
2361,10-24,3921.74499997497,survived,airbag,belted,1,f,24,2001,2000.0,nodeploy,driver,0,0.0,2:20:2
2362,10-24,3921.74499997497,survived,airbag,belted,1,m,30,2001,2000.0,nodeploy,pass,0,0.0,2:20:2
2363,10-24,83.5079999994487,survived,airbag,none,1,m,38,2001,1998.0,deploy,driver,1,3.0,2:21:1
2364,1-9km/h,83.5079999994487,survived,none,belted,0,m,40,2001,1992.0,unavail,driver,0,0.0,2:21:2
2365,1-9km/h,83.5079999994487,survived,none,belted,0,m,26,2001,1992.0,unavail,pass,0,0.0,2:21:2
2366,25-39,82.5939999995753,survived,airbag,none,1,m,17,2001,1995.0,deploy,driver,1,1.0,2:22:1
2367,40-54,82.5939999995753,survived,none,none,1,f,18,2001,1988.0,unavail,driver,0,1.0,2:22:2
2368,40-54,82.5939999995753,survived,none,belted,1,m,25,2001,1988.0,unavail,pass,0,1.0,2:22:2
2369,25-39,82.5939999995753,survived,none,belted,0,m,21,2001,1993.0,unavail,driver,0,3.0,2:23:1
2370,25-39,82.5939999995753,survived,none,belted,0,m,17,2001,1993.0,unavail,pass,0,0.0,2:23:1
2371,10-24,53.4849999998696,survived,airbag,belted,1,f,52,2001,1996.0,deploy,driver,1,1.0,2:24:1
2372,10-24,53.4849999998696,survived,airbag,belted,0,m,64,2001,2000.0,deploy,driver,1,1.0,2:24:2
2373,10-24,53.4849999998696,survived,airbag,belted,0,f,78,2001,2000.0,deploy,pass,1,1.0,2:24:2
2374,25-39,108.48699999973199,survived,none,none,1,m,49,2001,1993.0,unavail,driver,0,3.0,2:25:1
2375,25-39,108.48699999973199,survived,none,none,1,f,46,2001,1993.0,unavail,pass,0,3.0,2:25:1
2376,10-24,291.46599999815203,survived,airbag,belted,0,f,26,2001,1995.0,nodeploy,driver,0,1.0,2:28:1
2377,25-39,291.46599999815203,survived,none,belted,1,f,40,2001,1990.0,unavail,driver,0,1.0,2:28:2
2378,10-24,291.46599999815203,survived,none,belted,1,m,49,2001,1991.0,unavail,driver,0,1.0,2:28:3
2379,10-24,229.574999999255,survived,none,belted,1,m,35,2001,1992.0,unavail,driver,0,0.0,2:33:1
2380,10-24,229.574999999255,survived,none,belted,1,f,47,2001,1992.0,unavail,pass,0,1.0,2:33:1
2381,10-24,229.574999999255,survived,none,belted,0,f,17,2001,1989.0,unavail,driver,0,0.0,2:33:2
2382,10-24,229.574999999255,survived,none,belted,0,m,17,2001,1989.0,unavail,pass,0,0.0,2:33:2
2383,10-24,380.559999998659,survived,airbag,belted,1,m,45,2001,2000.0,nodeploy,driver,0,0.0,2:34:2
2384,10-24,1082.47599999607,survived,none,belted,1,m,19,2001,1984.0,unavail,driver,0,0.0,2:35:1
2385,25-39,65.1139999991283,survived,airbag,belted,1,f,50,2001,1998.0,deploy,driver,1,1.0,2:36:2
2386,25-39,65.1139999991283,survived,airbag,belted,1,f,28,2001,1998.0,deploy,pass,1,1.0,2:36:2
2387,10-24,237.324999999255,survived,airbag,belted,1,f,47,2001,1997.0,deploy,driver,1,1.0,2:37:2
2388,10-24,1119.0209999978501,survived,none,belted,0,f,38,2001,1989.0,unavail,driver,0,0.0,2:38:1
2389,10-24,1119.0209999978501,survived,airbag,belted,1,f,17,2001,1992.0,deploy,driver,1,0.0,2:38:2
2390,10-24,1119.0209999978501,survived,none,none,1,f,19,2001,1992.0,unavail,pass,0,0.0,2:38:2
2391,10-24,411.0639999993151,survived,airbag,none,1,f,17,2001,1990.0,deploy,driver,1,1.0,2:41:2
2392,10-24,411.0639999993151,survived,none,none,1,f,17,2001,1990.0,unavail,pass,0,1.0,2:41:2
2393,1-9km/h,45.916999999899396,survived,airbag,belted,1,m,45,2001,1999.0,nodeploy,driver,0,3.0,2:42:1
2394,10-24,65.67999999970199,survived,airbag,belted,0,m,21,2001,1996.0,nodeploy,driver,0,1.0,2:43:1
2395,10-24,65.67999999970199,survived,airbag,belted,0,f,23,2001,1996.0,nodeploy,pass,0,1.0,2:43:1
2396,10-24,65.67999999970199,survived,airbag,belted,1,f,17,2001,1999.0,deploy,driver,1,5.0,2:43:2
2397,10-24,65.67999999970199,survived,airbag,belted,1,m,29,2001,1999.0,deploy,pass,1,0.0,2:43:2
2398,10-24,1495.67399999499,survived,airbag,belted,1,m,19,2001,1997.0,deploy,driver,1,0.0,2:46:1
2399,25-39,70.8099999995902,survived,airbag,belted,1,f,49,2001,1998.0,deploy,driver,1,1.0,2:48:1
2400,10-24,70.8099999995902,survived,airbag,belted,1,m,43,2001,1996.0,deploy,driver,1,2.0,2:48:2
2401,10-24,69.48399999924,survived,none,belted,1,f,19,2001,1992.0,unavail,driver,0,2.0,2:50:1
2402,10-24,69.48399999924,survived,none,belted,1,f,16,2001,1992.0,unavail,pass,0,2.0,2:50:1
2403,10-24,69.48399999924,survived,airbag,belted,0,m,80,2001,1993.0,deploy,driver,1,2.0,2:50:2
2404,25-39,116.55299999937401,survived,airbag,belted,1,f,80,2001,1998.0,deploy,driver,1,1.0,2:51:1
2405,25-39,116.55299999937401,survived,airbag,belted,1,m,75,2001,1998.0,deploy,pass,1,1.0,2:51:1
2406,25-39,116.55299999937401,survived,airbag,none,0,f,27,2001,1995.0,nodeploy,driver,0,1.0,2:51:2
2407,25-39,25.2289999998175,survived,airbag,belted,1,m,40,2001,2001.0,deploy,driver,1,3.0,2:53:1
2408,10-24,25.2289999998175,survived,airbag,belted,1,f,40,2001,1996.0,deploy,driver,1,2.0,2:53:2
2409,10-24,108.48699999973199,survived,none,none,1,m,25,2001,1987.0,unavail,driver,0,3.0,2:54:1
2410,10-24,74.56299999915059,survived,airbag,none,1,m,60,2001,2001.0,nodeploy,driver,0,3.0,2:57:2
2411,10-24,271.763999998569,survived,airbag,belted,0,f,25,2001,1995.0,deploy,driver,1,1.0,2:58:1
2412,10-24,271.763999998569,survived,none,belted,1,f,82,2001,1990.0,unavail,driver,0,0.0,2:58:2
2413,10-24,1200.37999999523,survived,airbag,belted,1,m,42,2001,1994.0,nodeploy,driver,0,0.0,2:61:2
2414,10-24,61.42699999967589,survived,none,belted,1,m,33,2001,1992.0,unavail,driver,0,0.0,2:62:1
2415,10-24,61.42699999967589,survived,airbag,belted,1,f,28,2001,1999.0,nodeploy,driver,0,1.0,2:62:2
2416,1-9km/h,371.13499999791395,survived,none,belted,0,m,40,2001,2000.0,unavail,driver,0,0.0,2:63:1
2417,1-9km/h,371.13499999791395,survived,none,none,0,m,35,2001,2000.0,unavail,pass,0,0.0,2:63:1
2418,10-24,361.099999997765,survived,airbag,belted,1,f,24,2001,2000.0,nodeploy,driver,0,0.0,2:66:1
2419,40-54,118.31599999964199,survived,none,belted,1,m,28,2001,1994.0,unavail,driver,0,5.0,2:68:1
2420,10-24,196.12899999879295,survived,airbag,belted,1,m,17,2001,1999.0,nodeploy,driver,0,0.0,2:69:1
2421,25-39,1541.4879999905802,survived,none,belted,1,m,23,2001,1987.0,unavail,driver,0,3.0,2:74:1
2422,40-54,59.65199999976901,survived,airbag,belted,1,m,27,2001,1999.0,deploy,driver,1,1.0,2:78:1
2423,25-39,59.65199999976901,survived,none,belted,1,m,42,2001,1990.0,unavail,driver,0,3.0,2:78:2
2424,10-24,189.875999998301,survived,none,belted,1,m,29,2001,1980.0,unavail,driver,0,3.0,2:79:1
2425,10-24,189.875999998301,survived,none,belted,1,f,21,2001,1980.0,unavail,pass,0,1.0,2:79:1
2426,10-24,200.60899999923998,survived,airbag,belted,1,m,35,2001,1995.0,deploy,driver,1,2.0,2:81:2
2427,10-24,902.061999998987,survived,none,belted,1,m,76,2001,1992.0,unavail,driver,0,5.0,2:83:1
2428,10-24,902.061999998987,survived,none,belted,1,f,77,2001,1992.0,unavail,pass,0,5.0,2:83:1
2429,10-24,118.24099999945601,survived,none,belted,1,m,31,2001,1990.0,unavail,driver,0,0.0,2:86:2
2430,10-24,130.95299999974702,survived,none,belted,1,m,43,2001,1991.0,unavail,driver,0,1.0,2:87:1
2431,10-24,130.95299999974702,survived,airbag,belted,1,m,61,2001,2001.0,deploy,driver,1,1.0,2:87:2
2432,10-24,130.95299999974702,survived,airbag,belted,1,f,54,2001,2001.0,deploy,pass,1,1.0,2:87:2
2433,25-39,477.29499999806296,survived,none,belted,0,f,21,2001,1992.0,unavail,driver,0,1.0,2:88:1
2434,25-39,477.29499999806296,survived,none,belted,0,f,43,2001,1992.0,unavail,pass,0,1.0,2:88:1
2435,10-24,669.79999999702,survived,airbag,belted,1,f,53,2001,1993.0,deploy,driver,1,0.0,2:92:1
2436,10-24,669.79999999702,survived,none,belted,1,f,67,2001,1993.0,unavail,pass,0,2.0,2:92:1
2437,10-24,4787.91699999571,survived,none,belted,1,m,21,2001,1992.0,unavail,driver,0,0.0,2:94:1
2438,10-24,4787.91699999571,survived,none,belted,1,m,18,2001,1992.0,unavail,pass,0,0.0,2:94:1
2439,10-24,3614.3449999988106,survived,airbag,belted,1,f,27,2001,1996.0,nodeploy,driver,0,0.0,2:98:1
2440,10-24,43.8569999998435,survived,none,none,1,m,77,2001,1992.0,unavail,driver,0,3.0,2:99:1
2441,10-24,43.8569999998435,survived,none,belted,1,f,18,2001,1982.0,unavail,driver,0,1.0,2:99:2
2442,55+,69.48399999924,survived,none,belted,1,m,43,2001,1988.0,unavail,driver,0,2.0,2:100:1
2443,55+,69.48399999924,survived,none,belted,0,f,22,2001,1993.0,unavail,driver,0,3.0,2:100:2
2444,40-54,61.02599999960511,survived,none,none,1,m,19,2001,1989.0,unavail,driver,0,3.0,2:101:1
2445,10-24,61.02599999960511,survived,airbag,belted,0,m,46,2001,2000.0,deploy,driver,1,0.0,2:101:2
2446,10-24,61.02599999960511,survived,airbag,belted,0,f,42,2001,2000.0,deploy,pass,1,0.0,2:101:2
2447,25-39,80.3559999996796,Not_Survived,none,belted,1,f,49,2001,1991.0,unavail,driver,0,4.0,2:103:1
2448,10-24,80.3559999996796,survived,airbag,belted,1,m,32,2001,1999.0,deploy,driver,1,1.0,2:103:2
2449,40-54,54.4049999997951,Not_Survived,none,none,0,m,85,2001,1988.0,unavail,driver,0,4.0,2:105:1
2450,10-24,108.48699999973199,survived,airbag,none,1,f,29,2001,2002.0,deploy,driver,1,1.0,2:107:1
2451,25-39,108.48699999973199,survived,none,belted,0,m,18,2001,1985.0,unavail,driver,0,3.0,2:107:2
2452,10-24,1755.0659999996399,survived,airbag,belted,1,f,56,2001,2001.0,nodeploy,driver,0,1.0,2:108:1
2453,25-39,1755.0659999996399,survived,none,belted,0,m,39,2001,1986.0,unavail,driver,0,0.0,2:108:2
2454,40-54,261.230999998748,survived,airbag,none,1,f,26,2001,1999.0,deploy,driver,1,1.0,2:109:1
2455,10-24,26.261999999871502,survived,airbag,belted,0,m,32,2001,2000.0,deploy,driver,1,2.0,2:111:1
2456,10-24,26.261999999871502,survived,airbag,none,0,f,34,2001,2000.0,deploy,pass,1,3.0,2:111:1
2457,10-24,77.36999999918041,survived,none,belted,1,f,19,2001,1988.0,unavail,driver,0,1.0,2:112:1
2458,10-24,77.36999999918041,survived,none,belted,1,f,18,2001,1988.0,unavail,pass,0,2.0,2:112:1
2459,25-39,746.7429999932651,survived,none,belted,1,f,20,2001,1990.0,unavail,driver,0,1.0,2:113:1
2460,25-39,746.7429999932651,survived,airbag,belted,0,f,43,2001,2001.0,nodeploy,driver,0,1.0,2:113:2
2461,10-24,270.134999997914,survived,airbag,belted,0,f,36,2001,1990.0,nodeploy,driver,0,0.0,3:8:2
2462,10-24,510.427999999374,survived,airbag,belted,1,m,40,2001,1997.0,nodeploy,driver,0,0.0,3:12:1
2463,10-24,1409.11499999464,survived,airbag,belted,1,f,20,2001,1996.0,deploy,driver,1,0.0,3:18:2
2464,10-24,1409.11499999464,survived,airbag,belted,1,m,21,2001,1996.0,deploy,pass,1,0.0,3:18:2
2465,10-24,710.151999995112,survived,none,none,0,m,40,2001,1991.0,unavail,driver,0,1.0,3:31:1
2466,10-24,154.772999998182,survived,airbag,belted,0,f,56,2001,1995.0,nodeploy,driver,0,0.0,3:38:1
2467,10-24,154.772999998182,survived,airbag,belted,1,f,36,2001,1999.0,deploy,driver,1,1.0,3:38:2
2468,1-9km/h,435.388999998569,survived,airbag,none,0,m,51,2001,1992.0,nodeploy,driver,0,1.0,3:40:1
2469,10-24,80.33699999935929,survived,airbag,none,0,m,22,2001,1993.0,deploy,driver,1,1.0,3:48:1
2470,40-54,34.5349999996834,survived,airbag,none,1,m,28,2001,1996.0,deploy,driver,1,3.0,3:51:1
2471,10-24,31.3129999998491,survived,none,belted,0,f,28,2001,1989.0,unavail,driver,0,1.0,3:52:1
2472,10-24,31.3129999998491,survived,airbag,none,1,m,27,2001,1999.0,nodeploy,driver,0,0.0,3:52:2
2473,10-24,31.3129999998491,survived,airbag,none,1,m,26,2001,1999.0,nodeploy,pass,0,3.0,3:52:2
2474,10-24,301.764999996871,survived,airbag,belted,1,m,28,2001,2000.0,nodeploy,driver,0,0.0,3:64:1
2475,10-24,301.764999996871,survived,airbag,belted,1,f,24,2001,2000.0,nodeploy,pass,0,0.0,3:64:1
2476,10-24,263.807999998331,survived,airbag,belted,1,m,26,2001,1995.0,deploy,driver,1,0.0,3:67:1
2477,10-24,3579.55599999428,survived,airbag,belted,1,m,46,2001,2001.0,nodeploy,driver,0,0.0,3:80:2
2478,10-24,573.613999992609,survived,airbag,none,0,m,44,2001,1995.0,nodeploy,driver,0,1.0,3:82:2
2479,10-24,573.613999992609,survived,airbag,none,0,f,32,2001,1995.0,nodeploy,pass,0,0.0,3:82:2
2480,10-24,417.908999998122,survived,airbag,none,0,m,29,2001,1992.0,nodeploy,driver,0,1.0,3:87:2
2481,10-24,417.908999998122,survived,airbag,none,0,m,23,2001,1992.0,nodeploy,pass,0,1.0,3:87:2
2482,10-24,113.19499999936701,survived,airbag,none,0,m,18,2001,2001.0,deploy,driver,1,2.0,3:91:2
2483,25-39,239.872999999672,survived,airbag,belted,0,m,76,2001,1998.0,nodeploy,driver,0,1.0,3:95:1
2484,10-24,29.4549999998417,Not_Survived,airbag,none,0,m,26,2001,2002.0,deploy,driver,1,4.0,3:105:1
2485,10-24,39.357999999541796,survived,airbag,belted,1,m,53,2001,1997.0,nodeploy,driver,0,0.0,4:1:1
2486,25-39,39.357999999541796,survived,airbag,belted,0,f,31,2001,2000.0,deploy,driver,1,3.0,4:1:2
2487,25-39,39.357999999541796,survived,none,none,0,m,17,2001,1990.0,unavail,driver,0,3.0,4:1:3
2488,1-9km/h,1226.9659999907,survived,airbag,belted,1,f,64,2001,2000.0,nodeploy,driver,0,0.0,4:3:1
2489,40-54,365.916999999434,survived,none,belted,1,f,17,2001,1984.0,unavail,driver,0,1.0,4:4:1
2490,10-24,4576.023999989029,survived,airbag,belted,1,m,18,2001,2000.0,nodeploy,driver,0,0.0,4:6:2
2491,25-39,67.5919999992475,survived,none,belted,1,m,37,2001,1990.0,unavail,driver,0,3.0,4:8:1
2492,10-24,67.5919999992475,survived,none,belted,1,m,29,2001,1988.0,unavail,driver,0,0.0,4:8:2
2493,10-24,160.281999999657,survived,airbag,belted,1,f,53,2001,1999.0,nodeploy,driver,0,0.0,4:10:2
2494,10-24,265.695999998599,survived,airbag,belted,0,m,35,2001,1999.0,nodeploy,driver,0,0.0,4:11:1
2495,10-24,265.695999998599,survived,none,belted,1,m,21,2001,1985.0,unavail,pass,0,0.0,4:11:2
2496,10-24,33.6729999999516,survived,none,belted,1,f,60,2001,1991.0,unavail,driver,0,3.0,4:12:1
2497,25-39,16.1889999997802,survived,none,none,1,m,45,2001,1990.0,unavail,driver,0,3.0,4:21:1
2498,40-54,16.1889999997802,survived,airbag,belted,1,m,35,2001,1995.0,deploy,driver,1,1.0,4:21:2
2499,10-24,297.38599999994,survived,airbag,belted,1,m,16,2001,1995.0,deploy,driver,1,1.0,4:22:2
2500,10-24,297.38599999994,survived,airbag,belted,1,m,44,2001,1995.0,deploy,pass,1,0.0,4:22:2
2501,10-24,1402.2149999886801,survived,none,belted,1,f,29,2001,1993.0,unavail,driver,0,0.0,4:23:1
2502,10-24,1314.79399999976,survived,none,belted,0,f,41,2001,1989.0,unavail,driver,0,0.0,4:26:1
2503,10-24,13.0249999999069,survived,airbag,belted,1,f,68,2001,1995.0,deploy,driver,1,4.0,4:27:1
2504,10-24,12.4609999998938,survived,airbag,belted,0,m,42,2001,1995.0,nodeploy,driver,0,2.0,4:28:2
2505,10-24,3722.63799998164,survived,none,belted,0,f,61,2001,1985.0,unavail,driver,0,1.0,4:29:4
2506,25-39,16.1889999997802,survived,none,belted,0,f,54,2001,1987.0,unavail,driver,0,3.0,4:30:1
2507,10-24,607.0559999942781,survived,airbag,belted,1,f,58,2001,1999.0,nodeploy,driver,0,0.0,4:31:2
2508,10-24,1726.72999998927,survived,airbag,belted,1,f,45,2001,1993.0,deploy,driver,1,0.0,4:32:2
2509,25-39,44.2279999996535,survived,airbag,belted,0,f,30,2001,1997.0,nodeploy,driver,0,2.0,4:33:2
2510,10-24,78.5449999999255,survived,airbag,belted,1,m,20,2001,1998.0,deploy,driver,1,1.0,4:34:1
2511,10-24,78.5449999999255,survived,airbag,belted,1,f,17,2001,1998.0,deploy,pass,1,1.0,4:34:1
2512,10-24,78.5449999999255,survived,airbag,belted,1,m,72,2001,2000.0,deploy,driver,1,1.0,4:34:2
2513,10-24,13.0249999999069,survived,none,belted,1,m,19,2001,1992.0,unavail,driver,0,5.0,4:36:1
2514,10-24,13.0249999999069,Not_Survived,airbag,none,0,m,55,2001,2001.0,deploy,driver,1,4.0,4:36:2
2515,10-24,254.06699999980597,survived,airbag,none,0,f,21,2001,1995.0,deploy,driver,1,2.0,4:37:1
2516,55+,268.63199999928503,survived,airbag,belted,1,m,21,2001,1994.0,nodeploy,driver,0,2.0,4:40:1
2517,10-24,18.4639999999199,survived,none,none,0,m,35,2001,1987.0,unavail,driver,0,1.0,4:43:1
2518,25-39,18.4639999999199,survived,airbag,none,1,f,17,2001,1994.0,deploy,driver,1,3.0,4:43:2
2519,10-24,336.366999998689,survived,none,belted,0,m,79,2001,1990.0,unavail,driver,0,0.0,4:50:2
2520,10-24,336.366999998689,survived,none,belted,0,f,79,2001,1990.0,unavail,pass,0,1.0,4:50:2
2521,10-24,1586.01399999857,survived,airbag,none,0,f,38,2001,1994.0,nodeploy,driver,0,0.0,4:51:1
2522,10-24,13.0249999999069,survived,airbag,belted,1,m,36,2001,1999.0,deploy,driver,1,1.0,4:54:1
2523,25-39,13.0249999999069,survived,airbag,belted,0,m,76,2001,1995.0,deploy,driver,1,3.0,4:54:2
2524,25-39,13.0249999999069,Not_Survived,none,none,0,m,76,2001,1995.0,unavail,pass,0,4.0,4:54:2
2525,10-24,1246.49099999666,survived,airbag,belted,1,f,27,2001,1997.0,deploy,driver,1,2.0,4:55:1
2526,10-24,1246.49099999666,survived,airbag,belted,1,m,30,2001,1997.0,deploy,pass,1,1.0,4:55:1
2527,10-24,1246.49099999666,survived,airbag,belted,1,f,33,2001,1998.0,nodeploy,driver,0,0.0,4:55:3
2528,55+,107.67399999965001,Not_Survived,airbag,none,1,f,40,2001,2000.0,deploy,driver,1,4.0,4:56:1
2529,10-24,3913.15699997544,survived,airbag,belted,1,f,65,2001,1997.0,nodeploy,driver,0,0.0,4:58:2
2530,10-24,263.773999996483,survived,airbag,belted,1,m,84,2001,1999.0,deploy,driver,1,1.0,4:59:1
2531,10-24,263.773999996483,survived,airbag,belted,1,m,37,2001,2000.0,deploy,driver,1,1.0,4:59:2
2532,55+,56.4199999999255,Not_Survived,none,belted,0,f,19,2001,1990.0,unavail,driver,0,4.0,4:61:1
2533,55+,56.4199999999255,survived,none,belted,0,f,16,2001,1990.0,unavail,pass,0,3.0,4:61:1
2534,40-54,56.4199999999255,survived,airbag,none,1,m,61,2001,1993.0,deploy,driver,1,1.0,4:61:4
2535,40-54,56.4199999999255,survived,none,belted,1,f,58,2001,1993.0,unavail,pass,0,1.0,4:61:4
2536,10-24,649.654999993742,survived,airbag,belted,0,f,37,2001,2000.0,nodeploy,driver,0,3.0,4:62:1
2537,10-24,751.0719999969009,survived,none,belted,0,m,30,2001,1992.0,unavail,driver,0,1.0,4:63:1
2538,55+,16.0349999999162,survived,airbag,none,1,m,60,2001,1998.0,deploy,driver,1,3.0,4:65:1
2539,55+,16.0349999999162,survived,airbag,none,1,m,31,2001,2000.0,deploy,driver,1,3.0,4:65:2
2540,55+,16.0349999999162,survived,airbag,none,1,f,31,2001,2000.0,deploy,pass,1,3.0,4:65:2
2541,10-24,64.9059999994934,survived,airbag,belted,1,f,71,2001,1995.0,deploy,driver,1,3.0,4:67:1
2542,40-54,71.3079999992624,survived,none,belted,0,f,25,2001,1995.0,unavail,driver,0,3.0,4:68:2
2543,25-39,51.0789999999106,survived,airbag,belted,1,m,17,2001,1996.0,deploy,driver,1,0.0,4:71:1
2544,25-39,51.0789999999106,survived,airbag,belted,1,m,16,2001,1996.0,deploy,pass,1,0.0,4:71:1
2545,40-54,51.0789999999106,survived,airbag,belted,1,f,38,2001,1994.0,deploy,driver,1,3.0,4:71:2
2546,25-39,134.339999999851,survived,airbag,none,1,m,75,2001,2001.0,deploy,driver,1,1.0,4:73:1
2547,25-39,134.339999999851,survived,airbag,belted,0,f,40,2001,1998.0,nodeploy,driver,0,3.0,4:73:2
2548,10-24,76.3459999999031,survived,airbag,belted,0,m,72,2001,1999.0,nodeploy,driver,0,0.0,4:75:1
2549,10-24,76.3459999999031,survived,airbag,belted,0,f,72,2001,1999.0,nodeploy,pass,0,0.0,4:75:1
2550,10-24,76.3459999999031,survived,none,belted,1,f,85,2001,1991.0,unavail,driver,0,3.0,4:75:2
2551,10-24,257.537999998778,survived,airbag,none,1,f,75,2001,1994.0,deploy,driver,1,3.0,4:76:1
2552,10-24,257.537999998778,survived,airbag,none,1,f,41,2001,1994.0,deploy,pass,1,3.0,4:76:1
2553,25-39,257.537999998778,survived,airbag,none,0,f,37,2001,1991.0,nodeploy,driver,0,3.0,4:76:2
